"Diag.Ti.Stats.Test","1","Start Time","21598.74458333333"
"Diag.Ti.Stats.Test","1","End Time","21598.74458333333"
"Diag.Ti.Stats.Test","1","P1","Y"
"Diag.Ti.Stats.Test","1","Status","Error"
"Diag.Ti.Stats.Test","2","Start Time","21598.74521990741"
"Diag.Ti.Stats.Test","2","End Time","21598.74521990741"
"Diag.Ti.Stats.Test","2","P1","Y"
"Diag.Ti.Stats.Test","2","Status","Error"
"Diag.Ti.Stats.Test","2","Detail","Fail test"
